,MBSD_104.counts,MBSD_106.counts,MBSD_110.counts,MBSD_114.counts,MBSD_119.counts,MBSD_123.counts,MBSD_156.counts,MBSD_158.counts,MBSD_162.counts,MBSD_166.counts,MBSD_168.counts,MBSD_173.counts,X177_coldM_geno1,X182_coldM_geno1,X187_coldM_geno1,X192_coldM_geno1,X194_coldM_geno1,X198_coldM_geno1,X177_coldM_geno2,X182_coldM_geno2,X187_coldM_geno2,X192_coldM_geno2,X194_coldM_geno2,X198_coldM_geno2
ENSMUSG00000039218,15385.0,6376.0,9884.0,13568.0,7632.0,8751.0,7425.0,10081.0,11243.0,10816.0,8983.0,9806.0,364.0,359.0,309.0,421.0,492.0,293.0,327.0,299.0,323.0,408.0,445.0,289.0
ENSMUSG00000039219,805.0,407.0,654.0,576.0,495.0,460.0,512.0,602.0,692.0,680.0,589.0,518.0,26.0,24.0,12.0,25.0,25.0,23.0,26.0,15.0,15.0,34.0,20.0,19.0
ENSMUSG00000039230,917.0,377.0,877.0,376.0,513.0,483.0,342.0,440.0,596.0,605.0,483.0,504.0,70.0,49.0,53.0,82.0,80.0,39.0,40.0,40.0,39.0,73.0,84.0,29.0
ENSMUSG00000039234,559.0,238.0,494.0,315.0,300.0,299.0,224.0,229.0,315.0,302.0,338.0,295.0,35.0,36.0,34.0,43.0,66.0,21.0,17.0,17.0,27.0,40.0,31.0,9.0
ENSMUSG00000039244,595.0,224.0,411.0,353.0,349.0,313.0,247.0,349.0,295.0,418.0,323.0,376.0,44.0,45.0,29.0,91.0,62.0,32.0,40.0,41.0,45.0,53.0,59.0,37.0
ENSMUSG00000039246,751.0,228.0,778.0,483.0,306.0,279.0,252.0,271.0,439.0,383.0,298.0,293.0,18.0,42.0,17.0,39.0,34.0,20.0,16.0,31.0,20.0,37.0,29.0,23.0
ENSMUSG00000039253,859.0,314.0,838.0,383.0,401.0,480.0,431.0,475.0,503.0,584.0,474.0,522.0,58.0,59.0,63.0,88.0,79.0,31.0,54.0,45.0,35.0,47.0,82.0,49.0
ENSMUSG00000039254,1902.0,709.0,1528.0,850.0,965.0,1034.0,897.0,1072.0,1238.0,1269.0,1133.0,1369.0,75.0,90.0,69.0,117.0,105.0,52.0,70.0,101.0,67.0,99.0,111.0,72.0
ENSMUSG00000039262,3683.0,1790.0,3285.0,2838.0,2396.0,2314.0,1536.0,2303.0,2465.0,2353.0,2150.0,2459.0,227.0,290.0,193.0,301.0,302.0,199.0,222.0,214.0,175.0,231.0,292.0,142.0
ENSMUSG00000039263,3626.0,1405.0,2785.0,1831.0,1957.0,1757.0,1078.0,1533.0,1678.0,2182.0,1848.0,1936.0,156.0,205.0,139.0,211.0,224.0,116.0,186.0,167.0,138.0,249.0,227.0,138.0
ENSMUSG00000039270,3979.0,2086.0,3942.0,3385.0,2889.0,2687.0,2140.0,2626.0,3174.0,2924.0,2864.0,2464.0,541.0,580.0,606.0,891.0,901.0,480.0,642.0,582.0,606.0,1098.0,989.0,531.0
ENSMUSG00000039285,2201.0,919.0,1884.0,1155.0,1345.0,1182.0,864.0,1050.0,1292.0,1476.0,1469.0,1284.0,19.0,27.0,17.0,26.0,18.0,13.0,26.0,36.0,14.0,23.0,23.0,12.0
ENSMUSG00000039286,826.0,418.0,728.0,646.0,522.0,431.0,482.0,571.0,700.0,610.0,611.0,600.0,37.0,39.0,44.0,64.0,73.0,32.0,52.0,48.0,45.0,77.0,72.0,53.0
ENSMUSG00000039298,371.0,156.0,281.0,213.0,217.0,207.0,172.0,196.0,205.0,224.0,184.0,223.0,6.0,6.0,11.0,8.0,13.0,3.0,8.0,6.0,5.0,11.0,15.0,1.0
ENSMUSG00000039307,193.0,127.0,188.0,90.0,85.0,131.0,105.0,91.0,100.0,136.0,115.0,151.0,7.0,7.0,8.0,11.0,12.0,3.0,7.0,6.0,11.0,8.0,2.0,3.0
ENSMUSG00000039308,563.0,250.0,433.0,301.0,248.0,287.0,261.0,304.0,322.0,382.0,293.0,340.0,4.0,10.0,3.0,6.0,8.0,7.0,7.0,6.0,8.0,12.0,12.0,9.0
ENSMUSG00000039316,884.0,324.0,618.0,363.0,381.0,362.0,287.0,314.0,464.0,738.0,540.0,615.0,22.0,17.0,10.0,18.0,17.0,10.0,16.0,16.0,13.0,20.0,24.0,6.0
ENSMUSG00000039318,1224.0,513.0,1062.0,517.0,703.0,621.0,469.0,596.0,753.0,806.0,650.0,780.0,92.0,77.0,62.0,60.0,88.0,46.0,70.0,71.0,86.0,112.0,85.0,42.0
ENSMUSG00000039345,567.0,209.0,410.0,283.0,288.0,247.0,223.0,367.0,365.0,294.0,333.0,340.0,42.0,66.0,54.0,73.0,99.0,50.0,72.0,74.0,59.0,80.0,110.0,48.0
ENSMUSG00000039349,5915.0,2695.0,4923.0,3229.0,3542.0,3414.0,3562.0,3384.0,4298.0,3697.0,3499.0,3892.0,597.0,0.0,0.0,0.0,935.0,456.0,462.0,1018.0,880.0,1282.0,715.0,368.0
ENSMUSG00000039354,604.0,242.0,543.0,247.0,379.0,400.0,343.0,395.0,410.0,555.0,388.0,479.0,8.0,12.0,8.0,16.0,7.0,6.0,10.0,14.0,6.0,13.0,15.0,11.0
ENSMUSG00000039361,8567.0,3263.0,7105.0,5826.0,4713.0,4496.0,4999.0,5044.0,7433.0,6127.0,5724.0,4959.0,511.0,543.0,494.0,819.0,701.0,436.0,472.0,591.0,487.0,864.0,728.0,494.0
ENSMUSG00000039377,491.0,231.0,575.0,390.0,279.0,291.0,232.0,329.0,322.0,512.0,383.0,365.0,24.0,27.0,12.0,26.0,47.0,10.0,14.0,42.0,17.0,48.0,45.0,13.0
ENSMUSG00000039395,305.0,225.0,288.0,149.0,213.0,215.0,153.0,203.0,246.0,341.0,238.0,151.0,4.0,21.0,12.0,13.0,13.0,6.0,10.0,17.0,11.0,24.0,13.0,7.0
ENSMUSG00000039428,8226.0,3400.0,7998.0,4627.0,4316.0,4751.0,4038.0,4648.0,5830.0,5410.0,4666.0,4101.0,242.0,256.0,274.0,350.0,392.0,204.0,204.0,268.0,249.0,330.0,410.0,211.0
ENSMUSG00000039449,1422.0,565.0,1201.0,657.0,748.0,747.0,619.0,716.0,916.0,1012.0,819.0,792.0,45.0,52.0,34.0,76.0,71.0,31.0,37.0,59.0,32.0,69.0,69.0,26.0
ENSMUSG00000039450,167.0,49.0,123.0,78.0,63.0,67.0,66.0,63.0,68.0,89.0,70.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,2.0,7.0,8.0,3.0
ENSMUSG00000039456,506.0,192.0,420.0,323.0,275.0,315.0,242.0,335.0,321.0,385.0,301.0,310.0,21.0,17.0,10.0,25.0,17.0,20.0,14.0,21.0,4.0,14.0,19.0,10.0
ENSMUSG00000039457,80.0,40.0,77.0,120.0,20.0,29.0,39.0,42.0,61.0,56.0,41.0,50.0,3.0,4.0,3.0,8.0,6.0,4.0,6.0,5.0,4.0,10.0,6.0,5.0
ENSMUSG00000039463,1215.0,539.0,1171.0,633.0,728.0,664.0,538.0,640.0,752.0,908.0,728.0,763.0,35.0,53.0,29.0,39.0,37.0,17.0,36.0,42.0,28.0,79.0,46.0,28.0
ENSMUSG00000039470,507.0,277.0,575.0,169.0,407.0,311.0,298.0,423.0,404.0,492.0,339.0,383.0,38.0,31.0,34.0,47.0,50.0,30.0,26.0,33.0,25.0,38.0,35.0,29.0
ENSMUSG00000039473,1352.0,656.0,1087.0,1153.0,857.0,654.0,710.0,873.0,1034.0,1131.0,905.0,916.0,46.0,71.0,44.0,50.0,65.0,27.0,40.0,77.0,39.0,64.0,61.0,22.0
ENSMUSG00000039474,627.0,241.0,487.0,394.0,315.0,491.0,398.0,483.0,530.0,567.0,507.0,535.0,7.0,19.0,1.0,18.0,11.0,6.0,13.0,16.0,12.0,17.0,9.0,6.0
ENSMUSG00000039477,1631.0,710.0,1540.0,1276.0,1097.0,986.0,674.0,893.0,876.0,1352.0,944.0,1142.0,22.0,24.0,21.0,25.0,26.0,17.0,15.0,27.0,14.0,13.0,19.0,10.0
ENSMUSG00000039478,658.0,298.0,686.0,282.0,356.0,312.0,294.0,292.0,452.0,338.0,335.0,264.0,19.0,19.0,22.0,18.0,36.0,19.0,18.0,11.0,13.0,21.0,9.0,16.0
ENSMUSG00000039481,125.0,37.0,84.0,38.0,71.0,75.0,42.0,52.0,63.0,93.0,94.0,70.0,16.0,10.0,6.0,13.0,12.0,5.0,6.0,15.0,7.0,17.0,10.0,5.0
ENSMUSG00000039483,365.0,121.0,285.0,126.0,179.0,179.0,151.0,184.0,167.0,246.0,220.0,218.0,13.0,27.0,14.0,27.0,30.0,9.0,18.0,24.0,21.0,25.0,35.0,5.0
ENSMUSG00000039496,559.0,164.0,537.0,240.0,267.0,241.0,203.0,266.0,275.0,202.0,206.0,243.0,28.0,27.0,20.0,34.0,35.0,26.0,15.0,15.0,23.0,25.0,29.0,23.0
ENSMUSG00000039501,4025.0,1449.0,3048.0,2517.0,1986.0,2055.0,1497.0,2038.0,2274.0,2792.0,1789.0,2098.0,91.0,156.0,98.0,132.0,193.0,79.0,113.0,170.0,95.0,129.0,130.0,85.0
ENSMUSG00000039509,438.0,213.0,402.0,170.0,229.0,209.0,229.0,280.0,296.0,353.0,315.0,350.0,13.0,25.0,13.0,22.0,20.0,15.0,18.0,18.0,18.0,12.0,22.0,14.0
ENSMUSG00000039512,2817.0,1233.0,2251.0,1261.0,1465.0,1223.0,1078.0,1224.0,1747.0,1799.0,1601.0,1621.0,131.0,152.0,141.0,170.0,194.0,111.0,164.0,167.0,136.0,189.0,182.0,111.0
ENSMUSG00000039515,4384.0,1798.0,4365.0,1917.0,2804.0,2373.0,1541.0,1673.0,2361.0,3385.0,2473.0,2712.0,296.0,388.0,207.0,401.0,437.0,155.0,239.0,330.0,221.0,386.0,401.0,154.0
ENSMUSG00000039529,159.0,54.0,113.0,83.0,79.0,54.0,49.0,73.0,69.0,78.0,60.0,63.0,3.0,3.0,0.0,7.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,0.0
ENSMUSG00000039533,3767.0,1853.0,4078.0,2322.0,2838.0,2296.0,56.0,26.0,36.0,118.0,87.0,43.0,306.0,511.0,248.0,661.0,519.0,285.0,0.0,6.0,1.0,15.0,17.0,5.0
ENSMUSG00000039536,2409.0,1011.0,2216.0,1497.0,1269.0,1295.0,1366.0,1550.0,1927.0,1778.0,1456.0,1578.0,76.0,86.0,70.0,88.0,111.0,45.0,69.0,81.0,66.0,99.0,108.0,69.0
ENSMUSG00000039585,626.0,407.0,564.0,552.0,649.0,329.0,282.0,377.0,454.0,433.0,580.0,394.0,20.0,12.0,16.0,30.0,22.0,16.0,21.0,8.0,16.0,22.0,14.0,8.0
ENSMUSG00000039599,1995.0,843.0,1676.0,1119.0,1006.0,1023.0,806.0,1090.0,1175.0,1333.0,1043.0,1156.0,60.0,76.0,72.0,102.0,123.0,64.0,54.0,80.0,84.0,105.0,102.0,66.0
ENSMUSG00000039611,2344.0,853.0,2260.0,891.0,1013.0,1060.0,739.0,751.0,787.0,1063.0,942.0,917.0,153.0,187.0,117.0,187.0,175.0,88.0,166.0,141.0,112.0,190.0,180.0,114.0
ENSMUSG00000039616,418.0,175.0,314.0,188.0,228.0,186.0,179.0,237.0,267.0,207.0,266.0,216.0,21.0,23.0,17.0,18.0,24.0,13.0,19.0,26.0,19.0,23.0,26.0,13.0
ENSMUSG00000039621,864.0,404.0,794.0,454.0,537.0,557.0,427.0,493.0,590.0,658.0,524.0,517.0,20.0,23.0,28.0,36.0,27.0,6.0,18.0,21.0,18.0,23.0,22.0,6.0
ENSMUSG00000039632,115.0,76.0,173.0,64.0,103.0,83.0,83.0,95.0,108.0,97.0,87.0,86.0,7.0,8.0,6.0,15.0,15.0,3.0,11.0,11.0,8.0,20.0,14.0,7.0
ENSMUSG00000039633,150.0,50.0,104.0,56.0,76.0,86.0,63.0,144.0,112.0,121.0,96.0,117.0,9.0,14.0,8.0,15.0,16.0,7.0,16.0,14.0,8.0,22.0,6.0,19.0
ENSMUSG00000039637,1104.0,506.0,976.0,640.0,634.0,653.0,457.0,589.0,683.0,670.0,610.0,619.0,13.0,23.0,20.0,31.0,25.0,21.0,23.0,36.0,18.0,41.0,20.0,17.0
ENSMUSG00000039648,1353.0,530.0,1135.0,582.0,714.0,638.0,599.0,604.0,794.0,910.0,692.0,758.0,35.0,34.0,23.0,27.0,38.0,20.0,21.0,25.0,14.0,26.0,32.0,12.0
ENSMUSG00000039652,1297.0,608.0,1393.0,837.0,815.0,764.0,579.0,763.0,956.0,912.0,881.0,745.0,36.0,30.0,24.0,33.0,41.0,34.0,26.0,32.0,20.0,46.0,45.0,15.0
ENSMUSG00000039660,252.0,114.0,228.0,105.0,165.0,121.0,91.0,127.0,143.0,215.0,160.0,180.0,7.0,11.0,6.0,13.0,12.0,9.0,7.0,12.0,8.0,5.0,4.0,2.0
ENSMUSG00000039662,1999.0,872.0,1668.0,716.0,1229.0,1041.0,850.0,1003.0,1223.0,1717.0,1363.0,1474.0,193.0,260.0,112.0,245.0,243.0,128.0,234.0,320.0,142.0,309.0,322.0,141.0
ENSMUSG00000039670,1106.0,435.0,865.0,504.0,634.0,513.0,160.0,258.0,226.0,407.0,306.0,376.0,179.0,213.0,154.0,291.0,228.0,115.0,68.0,80.0,56.0,137.0,111.0,40.0
ENSMUSG00000039671,1167.0,530.0,1188.0,1119.0,724.0,693.0,716.0,893.0,993.0,1050.0,891.0,886.0,44.0,50.0,50.0,108.0,77.0,70.0,65.0,77.0,66.0,102.0,82.0,77.0
ENSMUSG00000039678,2385.0,1169.0,2401.0,1398.0,1301.0,1206.0,904.0,1173.0,1395.0,1387.0,1392.0,1315.0,52.0,80.0,60.0,76.0,111.0,66.0,68.0,90.0,63.0,110.0,103.0,62.0
ENSMUSG00000039686,3039.0,1359.0,2790.0,1637.0,1690.0,1671.0,922.0,1236.0,1384.0,1686.0,1487.0,1532.0,179.0,172.0,159.0,231.0,256.0,106.0,145.0,136.0,124.0,188.0,216.0,100.0
ENSMUSG00000039701,748.0,361.0,669.0,421.0,385.0,338.0,318.0,351.0,536.0,468.0,424.0,367.0,37.0,34.0,44.0,77.0,66.0,47.0,60.0,30.0,34.0,83.0,67.0,44.0
ENSMUSG00000039703,2989.0,1467.0,2737.0,1509.0,1739.0,1722.0,1737.0,1717.0,2557.0,2270.0,2162.0,1907.0,141.0,155.0,230.0,205.0,182.0,154.0,116.0,128.0,0.0,115.0,105.0,0.0
ENSMUSG00000039706,463.0,195.0,453.0,367.0,251.0,260.0,191.0,239.0,231.0,171.0,171.0,160.0,0.0,4.0,9.0,8.0,8.0,0.0,14.0,2.0,8.0,7.0,14.0,13.0
ENSMUSG00000039713,683.0,260.0,518.0,523.0,327.0,328.0,272.0,348.0,357.0,462.0,399.0,464.0,37.0,52.0,47.0,47.0,52.0,17.0,58.0,80.0,48.0,71.0,77.0,27.0
ENSMUSG00000039715,201.0,97.0,195.0,36.0,124.0,74.0,81.0,118.0,122.0,156.0,165.0,158.0,8.0,14.0,9.0,11.0,17.0,10.0,16.0,21.0,9.0,22.0,10.0,11.0
ENSMUSG00000039738,333.0,106.0,197.0,174.0,170.0,166.0,98.0,188.0,198.0,185.0,150.0,189.0,14.0,24.0,10.0,13.0,28.0,11.0,24.0,23.0,12.0,11.0,33.0,12.0
ENSMUSG00000039740,920.0,397.0,894.0,732.0,525.0,546.0,484.0,489.0,631.0,635.0,532.0,513.0,24.0,17.0,14.0,22.0,32.0,6.0,32.0,28.0,11.0,35.0,34.0,21.0
ENSMUSG00000039741,1206.0,448.0,1001.0,629.0,879.0,669.0,406.0,539.0,539.0,561.0,487.0,573.0,15.0,20.0,23.0,23.0,23.0,13.0,18.0,5.0,1.0,20.0,18.0,3.0
ENSMUSG00000039745,112.0,20.0,130.0,33.0,56.0,79.0,82.0,84.0,88.0,72.0,79.0,85.0,5.0,3.0,3.0,2.0,15.0,4.0,5.0,5.0,3.0,4.0,2.0,1.0
ENSMUSG00000039753,1282.0,618.0,1180.0,497.0,797.0,662.0,583.0,749.0,808.0,760.0,834.0,773.0,24.0,30.0,19.0,34.0,36.0,21.0,46.0,29.0,31.0,45.0,35.0,10.0
ENSMUSG00000039756,625.0,232.0,468.0,605.0,325.0,379.0,412.0,495.0,580.0,587.0,453.0,490.0,45.0,57.0,56.0,72.0,89.0,46.0,71.0,79.0,71.0,100.0,97.0,56.0
ENSMUSG00000039763,2339.0,895.0,2038.0,1687.0,1194.0,1206.0,858.0,1230.0,1261.0,1403.0,977.0,1078.0,26.0,36.0,28.0,56.0,63.0,42.0,32.0,26.0,38.0,57.0,41.0,33.0
ENSMUSG00000039765,275.0,126.0,264.0,189.0,154.0,190.0,243.0,247.0,274.0,189.0,219.0,228.0,27.0,20.0,27.0,41.0,25.0,17.0,18.0,29.0,18.0,36.0,40.0,23.0
ENSMUSG00000039770,1380.0,620.0,1203.0,501.0,786.0,787.0,512.0,716.0,752.0,635.0,694.0,651.0,82.0,59.0,49.0,110.0,116.0,68.0,51.0,72.0,62.0,86.0,124.0,64.0
ENSMUSG00000039781,658.0,237.0,458.0,289.0,348.0,377.0,293.0,314.0,459.0,563.0,448.0,437.0,16.0,31.0,19.0,23.0,28.0,13.0,17.0,23.0,18.0,18.0,19.0,13.0
ENSMUSG00000039782,1184.0,492.0,957.0,906.0,660.0,553.0,501.0,501.0,634.0,565.0,439.0,424.0,0.0,1.0,7.0,2.0,9.0,0.0,9.0,5.0,6.0,9.0,9.0,9.0
ENSMUSG00000039795,474.0,244.0,514.0,274.0,234.0,245.0,390.0,482.0,533.0,458.0,475.0,461.0,33.0,21.0,17.0,32.0,27.0,29.0,38.0,28.0,18.0,42.0,32.0,13.0
ENSMUSG00000039801,534.0,294.0,501.0,354.0,397.0,312.0,224.0,271.0,277.0,343.0,284.0,277.0,56.0,41.0,47.0,78.0,63.0,30.0,29.0,46.0,31.0,52.0,48.0,28.0
ENSMUSG00000039810,195.0,86.0,136.0,206.0,105.0,86.0,94.0,102.0,154.0,173.0,154.0,130.0,12.0,13.0,6.0,12.0,6.0,4.0,4.0,29.0,14.0,11.0,12.0,11.0
ENSMUSG00000039813,235.0,85.0,226.0,114.0,118.0,95.0,89.0,151.0,156.0,199.0,197.0,163.0,13.0,11.0,3.0,11.0,14.0,10.0,15.0,21.0,14.0,26.0,22.0,12.0
ENSMUSG00000039826,963.0,407.0,867.0,216.0,453.0,329.0,371.0,424.0,505.0,524.0,533.0,484.0,24.0,27.0,21.0,27.0,26.0,12.0,26.0,25.0,15.0,20.0,23.0,19.0
ENSMUSG00000039831,5971.0,2699.0,5308.0,3670.0,3375.0,3406.0,2355.0,3450.0,3677.0,3280.0,2845.0,2938.0,64.0,59.0,61.0,121.0,95.0,63.0,61.0,53.0,53.0,101.0,82.0,60.0
ENSMUSG00000039834,585.0,205.0,432.0,448.0,288.0,275.0,249.0,298.0,348.0,390.0,325.0,429.0,15.0,14.0,9.0,13.0,11.0,2.0,9.0,9.0,5.0,16.0,12.0,5.0
ENSMUSG00000039835,129.0,65.0,135.0,108.0,63.0,98.0,73.0,79.0,86.0,83.0,77.0,121.0,3.0,5.0,2.0,5.0,9.0,3.0,3.0,3.0,2.0,10.0,11.0,6.0
ENSMUSG00000039844,5858.0,2316.0,4551.0,3358.0,3151.0,3274.0,2210.0,2727.0,3061.0,4114.0,3120.0,3340.0,229.0,290.0,192.0,364.0,356.0,167.0,244.0,299.0,208.0,341.0,338.0,156.0
ENSMUSG00000039850,337.0,119.0,204.0,173.0,148.0,157.0,157.0,147.0,162.0,216.0,199.0,230.0,23.0,36.0,36.0,22.0,18.0,22.0,27.0,31.0,1.0,24.0,44.0,4.0
ENSMUSG00000039852,7909.0,3679.0,6480.0,12151.0,4867.0,5398.0,3235.0,4606.0,4493.0,4455.0,3389.0,4478.0,308.0,344.0,230.0,375.0,486.0,182.0,258.0,330.0,241.0,373.0,474.0,212.0
ENSMUSG00000039865,304.0,137.0,287.0,178.0,162.0,164.0,182.0,398.0,308.0,274.0,274.0,278.0,3.0,8.0,12.0,26.0,9.0,10.0,9.0,18.0,10.0,24.0,20.0,6.0
ENSMUSG00000039886,1657.0,756.0,1397.0,686.0,1092.0,890.0,737.0,839.0,1236.0,1380.0,1389.0,1345.0,47.0,65.0,56.0,126.0,83.0,52.0,95.0,111.0,71.0,91.0,83.0,50.0
ENSMUSG00000039887,689.0,255.0,626.0,451.0,378.0,374.0,441.0,496.0,568.0,573.0,450.0,445.0,22.0,22.0,20.0,25.0,29.0,42.0,18.0,24.0,26.0,42.0,53.0,36.0
ENSMUSG00000039901,643.0,254.0,523.0,420.0,315.0,320.0,217.0,362.0,368.0,363.0,286.0,298.0,37.0,48.0,40.0,48.0,50.0,24.0,20.0,34.0,20.0,37.0,42.0,31.0
ENSMUSG00000039908,166.0,68.0,119.0,77.0,90.0,87.0,85.0,84.0,96.0,119.0,102.0,90.0,25.0,22.0,14.0,26.0,16.0,17.0,12.0,23.0,3.0,27.0,10.0,4.0
ENSMUSG00000039911,1785.0,603.0,1796.0,895.0,864.0,891.0,825.0,984.0,1169.0,1017.0,928.0,1091.0,172.0,232.0,128.0,221.0,254.0,139.0,196.0,243.0,154.0,276.0,326.0,116.0
ENSMUSG00000039914,5386.0,2118.0,5267.0,2260.0,3037.0,2609.0,1942.0,2298.0,2705.0,3705.0,3107.0,3076.0,73.0,89.0,49.0,103.0,86.0,16.0,83.0,91.0,47.0,130.0,93.0,14.0
ENSMUSG00000039929,1034.0,478.0,1082.0,492.0,651.0,645.0,435.0,507.0,618.0,886.0,661.0,792.0,92.0,67.0,72.0,88.0,80.0,34.0,113.0,106.0,65.0,90.0,96.0,55.0
ENSMUSG00000039934,222.0,84.0,213.0,124.0,126.0,133.0,5.0,16.0,22.0,19.0,21.0,23.0,19.0,17.0,16.0,36.0,18.0,11.0,4.0,2.0,3.0,3.0,3.0,3.0
ENSMUSG00000039943,3540.0,1879.0,3085.0,3036.0,1866.0,2074.0,2252.0,2556.0,3139.0,3050.0,2384.0,2483.0,92.0,112.0,80.0,115.0,112.0,67.0,68.0,87.0,90.0,110.0,116.0,81.0
ENSMUSG00000039952,15663.0,6342.0,13378.0,13327.0,10053.0,10934.0,8806.0,11615.0,12541.0,13921.0,11076.0,11945.0,727.0,925.0,603.0,1235.0,1179.0,514.0,702.0,847.0,640.0,1130.0,1195.0,519.0
ENSMUSG00000039953,2247.0,891.0,1998.0,1080.0,1155.0,1236.0,1190.0,1391.0,1489.0,2181.0,1522.0,1656.0,36.0,64.0,41.0,75.0,72.0,38.0,47.0,77.0,50.0,72.0,77.0,46.0
ENSMUSG00000039956,3612.0,1066.0,2285.0,3091.0,1511.0,1869.0,2365.0,2720.0,3151.0,2905.0,2598.0,2758.0,228.0,273.0,190.0,326.0,365.0,197.0,407.0,420.0,266.0,462.0,514.0,281.0
ENSMUSG00000039958,704.0,233.0,827.0,334.0,343.0,385.0,306.0,341.0,324.0,534.0,370.0,326.0,58.0,114.0,50.0,143.0,105.0,103.0,48.0,0.0,52.0,107.0,75.0,0.0
ENSMUSG00000039959,1594.0,644.0,1237.0,824.0,878.0,898.0,791.0,934.0,1070.0,1246.0,910.0,1072.0,45.0,44.0,30.0,51.0,67.0,27.0,40.0,55.0,50.0,70.0,76.0,43.0
ENSMUSG00000039960,775.0,302.0,699.0,567.0,609.0,520.0,397.0,506.0,439.0,739.0,609.0,642.0,47.0,68.0,41.0,76.0,67.0,18.0,49.0,69.0,44.0,96.0,104.0,33.0
ENSMUSG00000039967,764.0,475.0,702.0,670.0,583.0,411.0,371.0,495.0,474.0,563.0,583.0,464.0,20.0,31.0,41.0,61.0,44.0,38.0,30.0,18.0,33.0,59.0,40.0,27.0
ENSMUSG00000039976,1059.0,378.0,872.0,409.0,610.0,619.0,166.0,249.0,322.0,394.0,293.0,288.0,41.0,52.0,49.0,66.0,71.0,26.0,33.0,30.0,28.0,53.0,30.0,11.0
ENSMUSG00000039982,1608.0,642.0,1413.0,909.0,1031.0,1115.0,512.0,731.0,762.0,783.0,523.0,715.0,181.0,204.0,134.0,279.0,302.0,99.0,155.0,149.0,119.0,206.0,220.0,71.0
ENSMUSG00000039983,289.0,124.0,241.0,102.0,140.0,142.0,135.0,164.0,166.0,135.0,162.0,159.0,7.0,9.0,4.0,19.0,18.0,7.0,14.0,9.0,18.0,13.0,13.0,4.0
ENSMUSG00000039987,664.0,257.0,813.0,273.0,375.0,428.0,291.0,356.0,348.0,413.0,365.0,343.0,13.0,11.0,10.0,25.0,26.0,9.0,9.0,11.0,14.0,18.0,23.0,11.0
ENSMUSG00000039988,2070.0,895.0,2038.0,1205.0,1470.0,1275.0,1176.0,1481.0,1665.0,1937.0,1545.0,1511.0,73.0,104.0,74.0,145.0,121.0,70.0,107.0,102.0,90.0,149.0,145.0,86.0
ENSMUSG00000039990,496.0,196.0,354.0,299.0,260.0,239.0,232.0,268.0,374.0,472.0,345.0,369.0,4.0,11.0,6.0,13.0,4.0,3.0,10.0,10.0,9.0,10.0,10.0,2.0
ENSMUSG00000040016,505.0,250.0,345.0,472.0,431.0,403.0,524.0,950.0,960.0,446.0,742.0,806.0,60.0,38.0,53.0,44.0,75.0,37.0,64.0,42.0,55.0,83.0,83.0,51.0
ENSMUSG00000040018,2844.0,1281.0,2830.0,1469.0,1472.0,1585.0,943.0,1060.0,1230.0,1467.0,1189.0,1538.0,148.0,174.0,109.0,199.0,207.0,92.0,109.0,120.0,64.0,142.0,132.0,57.0
ENSMUSG00000040028,1420.0,654.0,1208.0,804.0,994.0,868.0,803.0,860.0,1054.0,1143.0,960.0,1044.0,23.0,39.0,36.0,43.0,43.0,24.0,38.0,32.0,28.0,44.0,47.0,36.0
ENSMUSG00000040033,1116.0,246.0,564.0,410.0,340.0,334.0,305.0,461.0,393.0,485.0,314.0,436.0,17.0,16.0,10.0,17.0,8.0,9.0,10.0,18.0,10.0,21.0,18.0,18.0
ENSMUSG00000040043,2763.0,1010.0,2622.0,1481.0,1371.0,1373.0,1742.0,2360.0,2670.0,3102.0,2292.0,2201.0,8.0,8.0,5.0,16.0,10.0,5.0,13.0,21.0,9.0,39.0,11.0,6.0
ENSMUSG00000040044,1494.0,668.0,1543.0,680.0,841.0,739.0,879.0,1083.0,1285.0,1182.0,1072.0,992.0,70.0,65.0,77.0,139.0,100.0,81.0,86.0,69.0,89.0,118.0,116.0,89.0
ENSMUSG00000040048,7390.0,2671.0,7719.0,5810.0,3389.0,3374.0,3530.0,4263.0,4634.0,4527.0,4113.0,3991.0,184.0,206.0,164.0,247.0,219.0,76.0,170.0,189.0,143.0,240.0,185.0,98.0
ENSMUSG00000040054,3703.0,1729.0,2945.0,2860.0,1941.0,1973.0,2114.0,2603.0,3442.0,3371.0,2977.0,2896.0,85.0,78.0,65.0,91.0,110.0,71.0,65.0,78.0,47.0,103.0,114.0,61.0
ENSMUSG00000040093,185.0,46.0,132.0,62.0,75.0,74.0,71.0,53.0,59.0,70.0,56.0,75.0,12.0,8.0,12.0,18.0,12.0,3.0,5.0,3.0,6.0,13.0,11.0,3.0
ENSMUSG00000040097,1733.0,775.0,1300.0,685.0,973.0,911.0,559.0,591.0,829.0,950.0,854.0,850.0,15.0,10.0,8.0,17.0,12.0,10.0,9.0,20.0,10.0,6.0,13.0,4.0
ENSMUSG00000040105,1723.0,602.0,1359.0,1082.0,907.0,871.0,847.0,889.0,1135.0,1094.0,844.0,798.0,92.0,115.0,103.0,146.0,155.0,97.0,87.0,101.0,89.0,135.0,125.0,83.0
