,MBSD_104.counts,MBSD_106.counts,MBSD_110.counts,MBSD_114.counts,MBSD_119.counts,MBSD_123.counts,MBSD_156.counts,MBSD_158.counts,MBSD_162.counts,MBSD_166.counts,MBSD_168.counts,MBSD_173.counts,X177_coldM_geno1,X182_coldM_geno1,X187_coldM_geno1,X192_coldM_geno1,X194_coldM_geno1,X198_coldM_geno1,X177_coldM_geno2,X182_coldM_geno2,X187_coldM_geno2,X192_coldM_geno2,X194_coldM_geno2,X198_coldM_geno2
ENSMUSG00000027637,1629.0,564.0,1420.0,764.0,918.0,807.0,708.0,692.0,1022.0,1602.0,1128.0,1323.0,170.0,223.0,100.0,136.0,154.0,44.0,147.0,275.0,123.0,196.0,195.0,45.0
ENSMUSG00000027639,1453.0,338.0,687.0,524.0,467.0,503.0,363.0,533.0,455.0,576.0,395.0,544.0,45.0,39.0,33.0,56.0,35.0,32.0,50.0,43.0,34.0,57.0,54.0,31.0
ENSMUSG00000027642,2899.0,1148.0,2862.0,1115.0,1479.0,1664.0,1281.0,1646.0,1718.0,2052.0,1628.0,1765.0,90.0,130.0,91.0,130.0,157.0,62.0,89.0,126.0,98.0,150.0,144.0,54.0
ENSMUSG00000027649,901.0,356.0,532.0,437.0,427.0,420.0,358.0,367.0,492.0,567.0,451.0,523.0,26.0,21.0,19.0,38.0,38.0,21.0,9.0,23.0,17.0,23.0,31.0,16.0
ENSMUSG00000027651,883.0,389.0,714.0,608.0,444.0,517.0,437.0,511.0,591.0,678.0,586.0,559.0,72.0,52.0,37.0,58.0,62.0,35.0,39.0,56.0,43.0,54.0,75.0,26.0
ENSMUSG00000027652,4543.0,2144.0,4542.0,3128.0,2834.0,2774.0,2329.0,2873.0,3425.0,3455.0,2828.0,2985.0,188.0,229.0,202.0,248.0,319.0,153.0,230.0,230.0,196.0,282.0,357.0,196.0
ENSMUSG00000027655,399.0,158.0,303.0,152.0,218.0,157.0,233.0,306.0,327.0,388.0,344.0,321.0,19.0,12.0,12.0,17.0,17.0,5.0,19.0,22.0,16.0,32.0,26.0,9.0
ENSMUSG00000027660,857.0,395.0,789.0,482.0,625.0,501.0,632.0,825.0,722.0,877.0,812.0,920.0,6.0,19.0,23.0,23.0,7.0,11.0,8.0,13.0,14.0,18.0,17.0,9.0
ENSMUSG00000027663,314.0,178.0,371.0,269.0,251.0,243.0,198.0,223.0,238.0,277.0,186.0,200.0,26.0,28.0,25.0,36.0,49.0,17.0,34.0,24.0,16.0,26.0,21.0,12.0
ENSMUSG00000027667,896.0,385.0,912.0,621.0,498.0,426.0,404.0,489.0,611.0,619.0,502.0,508.0,39.0,62.0,44.0,67.0,72.0,54.0,58.0,61.0,59.0,83.0,63.0,87.0
ENSMUSG00000027668,2750.0,1166.0,2527.0,1022.0,1464.0,1384.0,1283.0,1393.0,1846.0,1964.0,1822.0,1679.0,199.0,203.0,183.0,282.0,260.0,148.0,232.0,220.0,188.0,304.0,304.0,185.0
ENSMUSG00000027669,624.0,205.0,481.0,304.0,308.0,347.0,276.0,358.0,349.0,397.0,359.0,367.0,26.0,29.0,25.0,40.0,69.0,26.0,31.0,26.0,22.0,45.0,43.0,30.0
ENSMUSG00000027671,481.0,212.0,457.0,164.0,253.0,215.0,227.0,247.0,299.0,358.0,300.0,299.0,30.0,29.0,12.0,41.0,12.0,17.0,17.0,23.0,8.0,29.0,39.0,29.0
ENSMUSG00000027673,7835.0,2661.0,5600.0,1511.0,3487.0,3627.0,2388.0,2895.0,3250.0,4607.0,3906.0,3905.0,316.0,371.0,203.0,386.0,325.0,183.0,325.0,446.0,221.0,397.0,364.0,249.0
ENSMUSG00000027678,1432.0,558.0,1211.0,1087.0,847.0,758.0,594.0,687.0,812.0,945.0,813.0,785.0,71.0,64.0,63.0,85.0,99.0,40.0,52.0,61.0,43.0,64.0,80.0,33.0
ENSMUSG00000027684,555.0,319.0,642.0,280.0,355.0,381.0,296.0,495.0,375.0,559.0,421.0,464.0,16.0,8.0,6.0,13.0,19.0,12.0,12.0,14.0,7.0,19.0,9.0,7.0
ENSMUSG00000027695,171.0,85.0,125.0,116.0,85.0,127.0,55.0,61.0,43.0,73.0,51.0,55.0,9.0,13.0,9.0,27.0,12.0,3.0,5.0,3.0,1.0,9.0,7.0,2.0
ENSMUSG00000027698,269.0,87.0,650.0,131.0,137.0,82.0,500.0,622.0,506.0,431.0,478.0,339.0,12.0,12.0,10.0,20.0,21.0,3.0,39.0,51.0,40.0,83.0,74.0,31.0
ENSMUSG00000027706,3496.0,1451.0,3677.0,2356.0,1852.0,2034.0,2074.0,2016.0,2479.0,2381.0,1902.0,1739.0,50.0,50.0,33.0,77.0,67.0,57.0,34.0,59.0,41.0,64.0,61.0,42.0
ENSMUSG00000027709,5547.0,2231.0,4160.0,1839.0,3158.0,2633.0,2529.0,3228.0,4103.0,4507.0,3624.0,3913.0,63.0,45.0,44.0,75.0,76.0,31.0,55.0,49.0,47.0,94.0,96.0,47.0
ENSMUSG00000027710,2243.0,904.0,1663.0,881.0,1152.0,1159.0,887.0,1015.0,1227.0,1458.0,1316.0,1405.0,81.0,83.0,54.0,90.0,87.0,37.0,67.0,82.0,61.0,109.0,69.0,45.0
ENSMUSG00000027714,291.0,115.0,296.0,199.0,168.0,158.0,164.0,219.0,217.0,213.0,212.0,156.0,6.0,10.0,7.0,11.0,10.0,6.0,11.0,9.0,11.0,11.0,18.0,6.0
ENSMUSG00000027739,258.0,131.0,312.0,126.0,165.0,158.0,240.0,252.0,226.0,262.0,266.0,220.0,37.0,41.0,46.0,65.0,55.0,38.0,40.0,44.0,50.0,85.0,73.0,58.0
ENSMUSG00000027746,1335.0,588.0,1051.0,579.0,724.0,774.0,745.0,831.0,1041.0,1035.0,867.0,800.0,8.0,16.0,16.0,10.0,11.0,10.0,15.0,20.0,10.0,18.0,29.0,4.0
ENSMUSG00000027750,3915.0,1539.0,2809.0,3150.0,1973.0,2369.0,1304.0,1579.0,1999.0,1238.0,1204.0,2470.0,193.0,185.0,203.0,291.0,310.0,187.0,154.0,116.0,156.0,157.0,184.0,124.0
ENSMUSG00000027752,151.0,56.0,103.0,100.0,91.0,110.0,75.0,100.0,96.0,79.0,93.0,90.0,2.0,3.0,8.0,11.0,6.0,6.0,5.0,4.0,2.0,5.0,1.0,3.0
ENSMUSG00000027763,10320.0,3845.0,11070.0,6778.0,5507.0,5372.0,6086.0,6330.0,7173.0,6727.0,5802.0,5504.0,236.0,151.0,231.0,381.0,335.0,254.0,208.0,192.0,232.0,298.0,326.0,221.0
ENSMUSG00000027765,198.0,60.0,236.0,62.0,120.0,101.0,108.0,160.0,158.0,186.0,127.0,125.0,11.0,13.0,3.0,15.0,16.0,5.0,9.0,16.0,22.0,31.0,21.0,9.0
ENSMUSG00000027770,1327.0,504.0,1240.0,528.0,794.0,694.0,725.0,917.0,985.0,991.0,922.0,839.0,42.0,64.0,44.0,82.0,99.0,55.0,54.0,46.0,52.0,54.0,89.0,46.0
ENSMUSG00000027774,10366.0,4926.0,9577.0,6948.0,6448.0,6523.0,4176.0,4580.0,5824.0,5867.0,4547.0,4739.0,1560.0,1702.0,1404.0,2320.0,2038.0,1501.0,1008.0,1095.0,965.0,1440.0,1392.0,884.0
ENSMUSG00000027784,1734.0,1108.0,1626.0,1488.0,1461.0,1467.0,616.0,1557.0,953.0,1546.0,859.0,1176.0,178.0,120.0,117.0,150.0,245.0,103.0,8.0,119.0,76.0,165.0,14.0,64.0
ENSMUSG00000027787,913.0,391.0,821.0,560.0,465.0,483.0,583.0,542.0,817.0,615.0,705.0,534.0,284.0,131.0,124.0,144.0,342.0,122.0,0.0,107.0,77.0,106.0,0.0,126.0
ENSMUSG00000027792,3537.0,1633.0,3159.0,1625.0,2244.0,2025.0,1372.0,1268.0,2019.0,1342.0,1284.0,1033.0,123.0,112.0,108.0,245.0,216.0,149.0,128.0,95.0,96.0,224.0,230.0,107.0
ENSMUSG00000027803,2203.0,975.0,1992.0,1299.0,1269.0,1312.0,1121.0,1467.0,1875.0,1523.0,1415.0,1497.0,31.0,35.0,31.0,52.0,36.0,23.0,47.0,36.0,36.0,48.0,55.0,22.0
ENSMUSG00000027806,774.0,411.0,548.0,608.0,483.0,471.0,418.0,593.0,617.0,731.0,599.0,657.0,17.0,28.0,15.0,33.0,29.0,16.0,16.0,16.0,19.0,27.0,35.0,13.0
ENSMUSG00000027809,33532.0,13287.0,26290.0,13579.0,17553.0,16701.0,13432.0,15533.0,20522.0,23067.0,18046.0,18933.0,793.0,1020.0,601.0,1128.0,1041.0,448.0,721.0,987.0,585.0,954.0,961.0,381.0
ENSMUSG00000027810,1210.0,483.0,1133.0,801.0,685.0,642.0,821.0,913.0,1105.0,899.0,903.0,713.0,27.0,27.0,16.0,47.0,35.0,19.0,26.0,17.0,19.0,42.0,30.0,10.0
ENSMUSG00000027823,3936.0,1932.0,4239.0,2505.0,2352.0,2317.0,2079.0,2346.0,2823.0,2289.0,2158.0,2037.0,135.0,136.0,151.0,220.0,235.0,152.0,129.0,146.0,102.0,201.0,199.0,131.0
ENSMUSG00000027829,2004.0,729.0,1628.0,883.0,1031.0,902.0,1054.0,1032.0,1145.0,1427.0,1273.0,981.0,6.0,12.0,18.0,36.0,17.0,16.0,25.0,14.0,15.0,51.0,30.0,7.0
ENSMUSG00000027845,525.0,209.0,386.0,331.0,239.0,259.0,157.0,154.0,196.0,159.0,210.0,167.0,34.0,38.0,31.0,59.0,37.0,36.0,20.0,28.0,12.0,14.0,31.0,13.0
ENSMUSG00000027854,1262.0,525.0,1134.0,682.0,775.0,749.0,589.0,763.0,812.0,936.0,760.0,748.0,55.0,77.0,51.0,116.0,95.0,75.0,57.0,66.0,70.0,96.0,97.0,52.0
ENSMUSG00000027865,659.0,298.0,462.0,492.0,354.0,402.0,348.0,398.0,511.0,461.0,367.0,348.0,17.0,18.0,13.0,24.0,26.0,8.0,24.0,11.0,13.0,21.0,18.0,17.0
ENSMUSG00000027878,1973.0,981.0,1583.0,1419.0,995.0,1060.0,1109.0,1334.0,1419.0,1233.0,1268.0,1439.0,223.0,328.0,212.0,197.0,401.0,146.0,124.0,176.0,115.0,232.0,217.0,75.0
ENSMUSG00000027879,1209.0,513.0,1129.0,621.0,620.0,622.0,701.0,638.0,773.0,849.0,723.0,694.0,75.0,85.0,82.0,121.0,103.0,112.0,115.0,73.0,88.0,96.0,131.0,103.0
ENSMUSG00000027881,2798.0,1099.0,1878.0,4314.0,1449.0,1403.0,1715.0,1850.0,2143.0,1798.0,1550.0,1714.0,11.0,3.0,12.0,10.0,13.0,2.0,6.0,4.0,5.0,3.0,14.0,7.0
ENSMUSG00000027882,758.0,317.0,579.0,685.0,444.0,412.0,432.0,533.0,642.0,710.0,492.0,462.0,17.0,9.0,8.0,18.0,16.0,7.0,6.0,19.0,8.0,15.0,22.0,15.0
ENSMUSG00000027883,19.0,11.0,21.0,25.0,7.0,13.0,4.0,15.0,16.0,13.0,10.0,17.0,1.0,3.0,1.0,1.0,4.0,0.0,3.0,3.0,0.0,1.0,4.0,0.0
ENSMUSG00000027884,678.0,228.0,574.0,366.0,362.0,396.0,249.0,340.0,332.0,466.0,333.0,337.0,26.0,33.0,16.0,44.0,47.0,14.0,21.0,23.0,9.0,28.0,23.0,8.0
ENSMUSG00000027887,135.0,95.0,164.0,123.0,129.0,138.0,80.0,98.0,149.0,183.0,116.0,149.0,3.0,6.0,21.0,21.0,12.0,9.0,5.0,15.0,11.0,20.0,15.0,5.0
ENSMUSG00000027889,1058.0,385.0,687.0,466.0,551.0,505.0,442.0,609.0,691.0,653.0,651.0,775.0,5.0,19.0,10.0,25.0,25.0,8.0,21.0,28.0,23.0,30.0,26.0,3.0
ENSMUSG00000027890,757.0,326.0,601.0,313.0,369.0,306.0,292.0,392.0,469.0,411.0,469.0,420.0,19.0,19.0,20.0,37.0,32.0,14.0,23.0,21.0,20.0,26.0,34.0,20.0
ENSMUSG00000027893,32677.0,13567.0,29661.0,16074.0,17868.0,18458.0,19426.0,22971.0,27031.0,27442.0,23009.0,22974.0,1648.0,1552.0,1658.0,2350.0,2393.0,1671.0,2054.0,1991.0,2093.0,2990.0,2762.0,2033.0
ENSMUSG00000027896,81.0,35.0,142.0,38.0,81.0,41.0,28.0,29.0,37.0,31.0,56.0,41.0,4.0,4.0,6.0,5.0,15.0,11.0,3.0,3.0,2.0,1.0,4.0,5.0
ENSMUSG00000027900,2404.0,975.0,1936.0,1072.0,1455.0,1493.0,1147.0,1365.0,1618.0,1533.0,1422.0,1184.0,5.0,13.0,13.0,7.0,10.0,8.0,11.0,5.0,3.0,5.0,10.0,5.0
ENSMUSG00000027907,3821.0,1253.0,2381.0,10501.0,1554.0,1824.0,2661.0,3209.0,3469.0,2586.0,2562.0,2472.0,280.0,233.0,353.0,421.0,526.0,609.0,253.0,274.0,330.0,418.0,474.0,581.0
ENSMUSG00000027937,1125.0,426.0,880.0,473.0,656.0,550.0,520.0,547.0,586.0,856.0,642.0,691.0,21.0,23.0,17.0,42.0,30.0,20.0,26.0,16.0,12.0,18.0,31.0,23.0
ENSMUSG00000027940,2394.0,960.0,1862.0,1572.0,1203.0,1287.0,498.0,694.0,723.0,685.0,668.0,655.0,10.0,12.0,12.0,26.0,20.0,16.0,10.0,15.0,14.0,16.0,10.0,6.0
ENSMUSG00000027944,973.0,340.0,818.0,852.0,507.0,447.0,536.0,522.0,688.0,647.0,534.0,533.0,2.0,2.0,3.0,8.0,1.0,4.0,3.0,5.0,6.0,4.0,7.0,3.0
ENSMUSG00000027947,381.0,132.0,365.0,187.0,181.0,180.0,110.0,124.0,181.0,175.0,196.0,156.0,9.0,13.0,7.0,26.0,27.0,10.0,7.0,11.0,10.0,7.0,20.0,12.0
ENSMUSG00000027952,5071.0,2200.0,3807.0,2326.0,2453.0,2380.0,2134.0,2180.0,1957.0,1737.0,1954.0,2374.0,157.0,155.0,105.0,189.0,163.0,77.0,153.0,154.0,116.0,191.0,189.0,97.0
ENSMUSG00000027953,585.0,177.0,585.0,227.0,281.0,278.0,240.0,309.0,273.0,360.0,282.0,341.0,23.0,12.0,15.0,22.0,29.0,19.0,17.0,25.0,17.0,26.0,37.0,22.0
ENSMUSG00000027954,332.0,129.0,287.0,237.0,201.0,145.0,186.0,231.0,166.0,247.0,181.0,232.0,35.0,53.0,40.0,53.0,53.0,37.0,47.0,51.0,33.0,55.0,49.0,35.0
ENSMUSG00000027955,485.0,294.0,669.0,408.0,405.0,429.0,297.0,402.0,426.0,344.0,340.0,402.0,17.0,17.0,19.0,29.0,34.0,17.0,32.0,12.0,32.0,27.0,33.0,22.0
ENSMUSG00000027956,34.0,28.0,30.0,16.0,29.0,16.0,19.0,19.0,31.0,26.0,25.0,19.0,7.0,5.0,0.0,8.0,3.0,4.0,0.0,2.0,1.0,8.0,2.0,2.0
ENSMUSG00000027957,1049.0,564.0,1001.0,607.0,718.0,688.0,480.0,632.0,736.0,708.0,656.0,565.0,65.0,40.0,65.0,108.0,120.0,71.0,59.0,43.0,71.0,85.0,76.0,65.0
ENSMUSG00000027961,823.0,334.0,760.0,571.0,434.0,456.0,443.0,561.0,663.0,486.0,431.0,376.0,62.0,72.0,71.0,63.0,64.0,44.0,42.0,43.0,64.0,79.0,75.0,36.0
ENSMUSG00000027962,159.0,38.0,80.0,114.0,62.0,56.0,73.0,83.0,87.0,83.0,67.0,46.0,4.0,1.0,2.0,3.0,8.0,4.0,4.0,2.0,3.0,10.0,12.0,1.0
ENSMUSG00000027963,320.0,151.0,308.0,142.0,180.0,182.0,189.0,193.0,230.0,196.0,165.0,171.0,21.0,16.0,22.0,29.0,27.0,13.0,13.0,20.0,12.0,31.0,28.0,22.0
ENSMUSG00000027968,436.0,170.0,420.0,313.0,220.0,208.0,247.0,267.0,318.0,299.0,243.0,269.0,5.0,8.0,10.0,18.0,22.0,19.0,19.0,19.0,15.0,17.0,19.0,18.0
ENSMUSG00000027981,305.0,121.0,347.0,254.0,209.0,181.0,120.0,196.0,206.0,244.0,200.0,161.0,8.0,10.0,6.0,15.0,10.0,8.0,8.0,7.0,4.0,14.0,13.0,8.0
ENSMUSG00000027984,40294.0,16080.0,35115.0,20733.0,21513.0,20757.0,19200.0,27102.0,27024.0,27093.0,26329.0,27952.0,1245.0,1501.0,1028.0,1663.0,1499.0,838.0,1102.0,1401.0,922.0,1583.0,1315.0,710.0
ENSMUSG00000027997,391.0,135.0,296.0,189.0,187.0,168.0,200.0,269.0,315.0,340.0,282.0,234.0,13.0,4.0,10.0,9.0,9.0,6.0,11.0,25.0,10.0,7.0,17.0,5.0
ENSMUSG00000027998,720.0,239.0,539.0,382.0,302.0,369.0,348.0,373.0,413.0,483.0,380.0,421.0,70.0,82.0,48.0,104.0,121.0,64.0,90.0,90.0,61.0,102.0,99.0,70.0
ENSMUSG00000027999,2273.0,837.0,2097.0,1050.0,1050.0,1048.0,951.0,926.0,1285.0,1524.0,1189.0,1185.0,103.0,113.0,90.0,157.0,132.0,48.0,98.0,107.0,120.0,156.0,168.0,108.0
ENSMUSG00000028007,438.0,197.0,332.0,306.0,205.0,219.0,230.0,300.0,354.0,274.0,265.0,241.0,53.0,52.0,55.0,68.0,80.0,43.0,53.0,52.0,58.0,89.0,97.0,52.0
ENSMUSG00000028013,2033.0,898.0,1667.0,832.0,1053.0,1088.0,934.0,1208.0,1233.0,1450.0,1250.0,1311.0,40.0,48.0,27.0,60.0,38.0,5.0,27.0,17.0,15.0,37.0,24.0,2.0
ENSMUSG00000028018,197.0,85.0,227.0,131.0,165.0,134.0,95.0,135.0,128.0,167.0,133.0,146.0,16.0,24.0,16.0,15.0,23.0,16.0,17.0,28.0,10.0,22.0,25.0,16.0
ENSMUSG00000028024,479.0,177.0,344.0,243.0,176.0,377.0,307.0,275.0,346.0,291.0,264.0,296.0,23.0,22.0,22.0,35.0,47.0,10.0,22.0,18.0,33.0,43.0,55.0,25.0
ENSMUSG00000028029,513.0,181.0,488.0,193.0,264.0,238.0,242.0,267.0,329.0,451.0,315.0,317.0,61.0,74.0,77.0,75.0,81.0,54.0,53.0,65.0,62.0,100.0,114.0,78.0
ENSMUSG00000028030,827.0,434.0,966.0,564.0,665.0,614.0,501.0,626.0,677.0,683.0,517.0,559.0,110.0,99.0,98.0,136.0,145.0,73.0,107.0,83.0,106.0,159.0,128.0,78.0
ENSMUSG00000028032,1123.0,427.0,940.0,430.0,549.0,541.0,435.0,514.0,568.0,692.0,552.0,571.0,74.0,72.0,57.0,71.0,92.0,83.0,74.0,71.0,59.0,77.0,94.0,51.0
ENSMUSG00000028034,1343.0,588.0,1024.0,1190.0,1005.0,765.0,617.0,830.0,819.0,1041.0,941.0,785.0,51.0,58.0,38.0,89.0,64.0,41.0,55.0,57.0,34.0,76.0,67.0,30.0
ENSMUSG00000028035,1105.0,397.0,818.0,1075.0,554.0,606.0,528.0,857.0,917.0,782.0,665.0,728.0,47.0,55.0,47.0,83.0,72.0,47.0,35.0,50.0,34.0,59.0,77.0,41.0
ENSMUSG00000028041,1174.0,392.0,912.0,534.0,522.0,527.0,547.0,540.0,733.0,973.0,753.0,839.0,58.0,54.0,42.0,71.0,98.0,17.0,56.0,78.0,60.0,81.0,101.0,43.0
ENSMUSG00000028048,794.0,261.0,595.0,441.0,318.0,351.0,366.0,361.0,464.0,397.0,337.0,320.0,30.0,38.0,20.0,26.0,28.0,23.0,27.0,18.0,20.0,25.0,30.0,20.0
ENSMUSG00000028049,1026.0,410.0,708.0,1921.0,523.0,538.0,549.0,588.0,702.0,712.0,545.0,639.0,78.0,87.0,78.0,109.0,113.0,52.0,83.0,97.0,79.0,118.0,122.0,69.0
ENSMUSG00000028053,2921.0,1571.0,2411.0,2595.0,1994.0,1697.0,1289.0,1721.0,1989.0,2065.0,2205.0,2003.0,71.0,41.0,55.0,69.0,65.0,26.0,47.0,40.0,58.0,74.0,42.0,28.0
ENSMUSG00000028057,409.0,139.0,277.0,246.0,174.0,173.0,187.0,291.0,253.0,300.0,254.0,260.0,14.0,9.0,3.0,7.0,10.0,10.0,6.0,13.0,8.0,12.0,12.0,4.0
ENSMUSG00000028059,983.0,383.0,830.0,564.0,514.0,554.0,652.0,639.0,1022.0,949.0,750.0,756.0,35.0,48.0,53.0,60.0,52.0,41.0,45.0,48.0,38.0,64.0,56.0,35.0
ENSMUSG00000028062,1731.0,573.0,1134.0,1045.0,774.0,801.0,775.0,1062.0,1111.0,1155.0,1020.0,1147.0,22.0,29.0,16.0,31.0,14.0,10.0,8.0,20.0,13.0,14.0,18.0,20.0
ENSMUSG00000028063,1101.0,519.0,934.0,623.0,711.0,660.0,664.0,667.0,1007.0,989.0,1092.0,1131.0,19.0,42.0,23.0,32.0,59.0,23.0,38.0,52.0,42.0,51.0,68.0,29.0
ENSMUSG00000028070,1657.0,606.0,1025.0,855.0,823.0,807.0,655.0,876.0,871.0,940.0,826.0,861.0,126.0,166.0,128.0,182.0,201.0,117.0,139.0,144.0,115.0,191.0,149.0,97.0
ENSMUSG00000028081,1701.0,628.0,1106.0,930.0,732.0,780.0,703.0,865.0,899.0,978.0,765.0,855.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,6.0,3.0,5.0
ENSMUSG00000028086,509.0,199.0,435.0,254.0,275.0,292.0,312.0,294.0,339.0,349.0,312.0,331.0,6.0,9.0,6.0,5.0,7.0,4.0,6.0,5.0,4.0,10.0,13.0,10.0
ENSMUSG00000028088,425.0,192.0,415.0,212.0,291.0,209.0,444.0,534.0,661.0,601.0,468.0,529.0,32.0,39.0,29.0,53.0,47.0,32.0,69.0,65.0,71.0,83.0,72.0,72.0
ENSMUSG00000028089,513.0,244.0,422.0,262.0,242.0,241.0,353.0,370.0,451.0,394.0,361.0,336.0,23.0,35.0,30.0,39.0,33.0,31.0,69.0,52.0,28.0,54.0,53.0,38.0
ENSMUSG00000028093,1242.0,436.0,964.0,716.0,562.0,597.0,606.0,615.0,829.0,914.0,731.0,763.0,49.0,34.0,39.0,58.0,45.0,42.0,60.0,50.0,38.0,67.0,48.0,49.0
ENSMUSG00000028096,611.0,223.0,503.0,234.0,358.0,320.0,241.0,325.0,332.0,425.0,372.0,389.0,19.0,35.0,18.0,31.0,28.0,8.0,14.0,21.0,13.0,36.0,38.0,17.0
ENSMUSG00000028099,1086.0,376.0,803.0,586.0,497.0,495.0,556.0,706.0,780.0,777.0,590.0,655.0,4.0,12.0,7.0,7.0,10.0,6.0,10.0,8.0,7.0,14.0,15.0,8.0
ENSMUSG00000028101,394.0,171.0,363.0,255.0,217.0,218.0,189.0,257.0,244.0,254.0,216.0,204.0,17.0,18.0,23.0,32.0,25.0,14.0,17.0,19.0,15.0,20.0,20.0,10.0
ENSMUSG00000028102,411.0,178.0,362.0,144.0,199.0,225.0,170.0,231.0,244.0,281.0,247.0,272.0,16.0,25.0,18.0,22.0,20.0,11.0,13.0,16.0,9.0,18.0,25.0,16.0
ENSMUSG00000028104,397.0,187.0,331.0,452.0,241.0,238.0,290.0,353.0,412.0,370.0,323.0,339.0,24.0,22.0,20.0,37.0,28.0,15.0,12.0,13.0,10.0,10.0,17.0,5.0
ENSMUSG00000028106,922.0,425.0,917.0,827.0,577.0,598.0,561.0,779.0,953.0,724.0,730.0,705.0,18.0,10.0,6.0,20.0,24.0,9.0,7.0,18.0,15.0,16.0,13.0,10.0
ENSMUSG00000028107,1765.0,698.0,1617.0,897.0,922.0,852.0,813.0,883.0,1106.0,1323.0,1109.0,1090.0,24.0,31.0,27.0,36.0,23.0,18.0,29.0,38.0,18.0,32.0,35.0,21.0
ENSMUSG00000028108,585.0,222.0,502.0,928.0,188.0,350.0,290.0,284.0,290.0,303.0,308.0,365.0,33.0,29.0,31.0,35.0,85.0,23.0,36.0,28.0,33.0,39.0,86.0,18.0
ENSMUSG00000028114,449.0,160.0,375.0,357.0,234.0,224.0,276.0,331.0,367.0,330.0,275.0,281.0,37.0,34.0,31.0,41.0,45.0,32.0,25.0,35.0,41.0,46.0,37.0,41.0
ENSMUSG00000028121,305.0,141.0,245.0,130.0,196.0,150.0,133.0,169.0,160.0,178.0,144.0,167.0,8.0,15.0,11.0,15.0,16.0,14.0,6.0,11.0,18.0,11.0,14.0,6.0
ENSMUSG00000028124,1695.0,969.0,1452.0,831.0,1101.0,1056.0,782.0,987.0,1150.0,1185.0,1310.0,1025.0,86.0,80.0,112.0,112.0,140.0,99.0,79.0,66.0,100.0,137.0,145.0,79.0
ENSMUSG00000028126,828.0,404.0,623.0,545.0,465.0,409.0,418.0,509.0,584.0,558.0,491.0,541.0,33.0,48.0,31.0,67.0,39.0,34.0,50.0,61.0,38.0,68.0,54.0,32.0
ENSMUSG00000028127,11596.0,5394.0,12017.0,4915.0,7243.0,7254.0,3991.0,4841.0,6338.0,6855.0,6491.0,5554.0,250.0,299.0,249.0,403.0,385.0,228.0,220.0,252.0,176.0,349.0,335.0,171.0
ENSMUSG00000028128,1153.0,760.0,1351.0,447.0,525.0,687.0,1067.0,1064.0,1300.0,937.0,786.0,982.0,118.0,71.0,118.0,118.0,151.0,99.0,190.0,147.0,146.0,228.0,244.0,181.0
ENSMUSG00000028132,1056.0,605.0,1111.0,638.0,900.0,760.0,564.0,620.0,899.0,794.0,814.0,602.0,24.0,41.0,18.0,41.0,30.0,12.0,35.0,27.0,21.0,42.0,39.0,12.0
ENSMUSG00000028133,340.0,144.0,280.0,148.0,175.0,161.0,131.0,147.0,136.0,94.0,163.0,125.0,23.0,22.0,17.0,31.0,36.0,21.0,11.0,12.0,28.0,19.0,16.0,13.0
ENSMUSG00000028145,734.0,289.0,679.0,275.0,388.0,385.0,260.0,259.0,343.0,374.0,262.0,287.0,56.0,47.0,27.0,79.0,69.0,46.0,52.0,24.0,28.0,41.0,59.0,34.0
ENSMUSG00000028149,3512.0,1450.0,2894.0,1402.0,2104.0,1956.0,1190.0,1705.0,1820.0,1881.0,1800.0,1712.0,73.0,83.0,64.0,120.0,115.0,88.0,68.0,87.0,61.0,118.0,104.0,82.0
ENSMUSG00000028150,3279.0,1009.0,2328.0,1624.0,1475.0,1899.0,658.0,979.0,797.0,1100.0,652.0,1049.0,10.0,3.0,1.0,12.0,7.0,0.0,4.0,6.0,4.0,4.0,5.0,0.0
ENSMUSG00000028158,564.0,233.0,646.0,341.0,398.0,399.0,104.0,158.0,189.0,192.0,131.0,182.0,28.0,37.0,29.0,34.0,47.0,28.0,8.0,17.0,6.0,15.0,21.0,26.0
ENSMUSG00000028161,2045.0,997.0,1990.0,1290.0,1175.0,1283.0,1065.0,1235.0,1417.0,1320.0,1205.0,1281.0,15.0,10.0,10.0,25.0,10.0,10.0,7.0,9.0,13.0,19.0,15.0,8.0
ENSMUSG00000028163,1420.0,593.0,1130.0,718.0,849.0,741.0,565.0,753.0,865.0,965.0,774.0,897.0,20.0,22.0,23.0,31.0,18.0,22.0,30.0,25.0,16.0,26.0,31.0,20.0
ENSMUSG00000028164,233.0,114.0,226.0,113.0,162.0,114.0,85.0,144.0,111.0,136.0,133.0,137.0,4.0,6.0,6.0,11.0,19.0,4.0,7.0,7.0,7.0,9.0,13.0,7.0
ENSMUSG00000028165,1196.0,513.0,1103.0,469.0,691.0,645.0,434.0,544.0,663.0,782.0,715.0,645.0,27.0,37.0,21.0,32.0,38.0,11.0,26.0,23.0,23.0,35.0,37.0,18.0
ENSMUSG00000028187,720.0,315.0,581.0,602.0,375.0,436.0,313.0,318.0,340.0,330.0,300.0,273.0,51.0,61.0,54.0,67.0,89.0,49.0,39.0,38.0,45.0,50.0,60.0,40.0
ENSMUSG00000028189,158.0,62.0,150.0,78.0,83.0,99.0,91.0,126.0,120.0,127.0,157.0,105.0,11.0,10.0,12.0,14.0,13.0,9.0,17.0,19.0,23.0,38.0,26.0,23.0
